field_1,RefID,Database,Reference,LatDec,LongDec,Site,SiteID,Country,ID,Ecosystem,SiteDescrip,Class,ShoulderSeason,Seas,Year.P,Years,SampleDays,Month.Numbers,SampMonths,Meth,Coll,Occ,GrowSL,CH4An,log.CH4,CH4.Pos,CH4Av,CH4Md,CH4Mx,NEPPer,ERPer,GEPPer,MAAT,MAP,TPer,AveGridTemp,TSoilA,TsoilB,TSoilDepth,WTAv,WTFit,WTMax,WTMin,WTFluc,SoilMoist,SoilMostD,Org,AL,Thaw,PfReg,PfConA,PfTh,pH,Sedge,Sphag,Moss,Trees,Shrubs,Annual.Temp,TotalID,CD_Pcp_An,BIOME,Occ.w,Cell_ID,Long,Lat,Area_Pct,Shp_Area,GLA,ROC,TUN,BOR,WET,PEB,WTU,MAR,BOG,FEN,LAK,LAL,MPL,MYL,MGL,SPL,SYL,SGL,RIV,LAR,SRR,SRP,GLA_L,GLA_H,ROC_L,ROC_H,TUN_L,TUN_H,BOR_L,BOR_H,WET_L,WET_H,PEB_L,PEB_H,WTU_L,WTU_H,MAR_L,MAR_H,BOG_L,BOG_H,FEN_L,FEN_H,LAK_L,LAK_H,LAL_L,LAL_H,MPL_L,MPL_H,MYL_L,MYL_H,MGL_L,MGL_H,SPL_L,SPL_H,SYL_L,SYL_H,SGL_L,SGL_H,RIV_L,RIV_H,LAR_L,LAR_H,SRR_L,SRR_H,SRP_L,SRP_H,WETSCAPE,CD_Tmp_m0,CD_Tmp_m1,CD_Tmp_m2,CD_Tmp_m3,CD_Tmp_m4,CD_Tmp_m5,CD_Tmp_m6,CD_Tmp_m7,CD_Tmp_m8,CD_Tmp_m9,CD_Tmp_m10,CD_Tmp_m11,CD_Tmp_An
"277","60",Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,OBS Lichen,Boreal Wetlands,Upland Lichen ,PermBog,Y,TSF,"1997","1994","116","5",MJuJAS,C,"4","16",NA,NA,"0.993876915","9.86","-0.14",NA,"9.81",NA,NA,NA,"-3.9","585",NA,"10.66",NA,NA,NA,NA,"-25",NA,NA,NA,NA,NA,NA,NA,NA,S,NA,N,NA,P,A,A,A,A,"-2.44",ThompsonPermBog,"519.239","6","1.23044892137827","2694",-98.25,55.75,100.00,1747826207.999999761581421,0.00,3.64,0.00,54.51,37.01,9.61,0.00,1.92,8.39,17.09,4.74,2.09,1.47,0.00,0.76,0.37,0.00,0.04,0.11,0.00,0.08,0.03,0.00,0.00,1.62,3.64,0.00,0.00,51.93,59.64,35.16,38.73,8.99,11.66,0.00,0.02,1.81,2.25,8.39,17.18,15.99,19.16,3.66,4.74,2.09,2.45,1.47,2.10,0.00,0.00,0.54,0.96,0.37,2.15,0.00,0.00,0.00,0.17,0.00,0.37,0.00,0.00,0.08,0.72,0.00,0.03,"6",-22.81220000000,-20.11220000000,-12.69740000000,-2.16036000000,6.09148000000,13.08780000000,16.36560000000,14.85070000000,8.52481000000,0.47667600000,-10.60110000000,-20.36800000000,-2.44619000000
"278","60",Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,OBS fen margin moss,Boreal Wetlands,Fen margin low water table,PermBog,Y,TSF,"1997","1994","116","5",MJuJAS,C,"4","16",NA,NA,"1.006466042","10.15","0.15",NA,"8.84",NA,NA,NA,"-3.9","585",NA,"10.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,N,NA,D,A,A,A,A,"-2.44",ThompsonPermBog,"519.239","6","1.23044892137827","2694",-98.25,55.75,100.00,1747826207.999999761581421,0.00,3.64,0.00,54.51,37.01,9.61,0.00,1.92,8.39,17.09,4.74,2.09,1.47,0.00,0.76,0.37,0.00,0.04,0.11,0.00,0.08,0.03,0.00,0.00,1.62,3.64,0.00,0.00,51.93,59.64,35.16,38.73,8.99,11.66,0.00,0.02,1.81,2.25,8.39,17.18,15.99,19.16,3.66,4.74,2.09,2.45,1.47,2.10,0.00,0.00,0.54,0.96,0.37,2.15,0.00,0.00,0.00,0.17,0.00,0.37,0.00,0.00,0.08,0.72,0.00,0.03,"6",-22.81220000000,-20.11220000000,-12.69740000000,-2.16036000000,6.09148000000,13.08780000000,16.36560000000,14.85070000000,8.52481000000,0.47667600000,-10.60110000000,-20.36800000000,-2.44619000000
"279","60",Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,BP sphagnum moss,Boreal Wetlands,Sphagnum moss ,PermBog,Y,TSF,"1997","1994","118","5",MJuJAS,C,"4","16",NA,NA,"1.080265627","12.03","2.03",NA,"15.76",NA,NA,NA,"-3.9","585",NA,"10.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,N,NA,D,A,A,A,A,"-2.44",ThompsonPermBog,"519.239","6","1.23044892137827","2694",-98.25,55.75,100.00,1747826207.999999761581421,0.00,3.64,0.00,54.51,37.01,9.61,0.00,1.92,8.39,17.09,4.74,2.09,1.47,0.00,0.76,0.37,0.00,0.04,0.11,0.00,0.08,0.03,0.00,0.00,1.62,3.64,0.00,0.00,51.93,59.64,35.16,38.73,8.99,11.66,0.00,0.02,1.81,2.25,8.39,17.18,15.99,19.16,3.66,4.74,2.09,2.45,1.47,2.10,0.00,0.00,0.54,0.96,0.37,2.15,0.00,0.00,0.00,0.17,0.00,0.37,0.00,0.00,0.08,0.72,0.00,0.03,"6",-22.81220000000,-20.11220000000,-12.69740000000,-2.16036000000,6.09148000000,13.08780000000,16.36560000000,14.85070000000,8.52481000000,0.47667600000,-10.60110000000,-20.36800000000,-2.44619000000
"283","61",Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,NA,Bog,"Dry bog, palsa",PermBog,NA,S,"1996","1993",NA,"1",J,C,"6","14",NA,NA,"1","10","0",NA,NA,NA,NA,NA,"-3.3","263","16","13.66",NA,"12.5","20","-40","-25",NA,NA,NA,NA,NA,"100","70",NA,D,P,N,"4.9",A,D,NA,P,D,"-1.21",FairbanksPermBog,"263.217","6","1.17609125905568","10630",-147.25,64.75,100.00,1327141014.000000000000000,0.00,1.93,2.67,69.97,21.45,8.52,0.79,2.06,4.75,5.34,0.70,0.00,0.00,0.16,0.00,0.15,0.38,0.00,3.27,3.16,0.05,0.06,0.00,0.00,0.73,2.34,2.67,7.71,63.43,70.17,21.45,31.85,8.47,15.22,0.62,1.44,1.72,2.20,3.12,6.01,5.34,9.31,0.69,1.14,0.00,0.01,0.00,0.32,0.00,0.19,0.00,0.00,0.10,0.28,0.10,0.38,0.00,0.00,3.10,3.86,3.13,4.16,0.03,0.21,0.01,0.08,"2",-21.26410000000,-17.42330000000,-11.64550000000,0.43964100000,9.59889000000,15.43220000000,16.53590000000,13.56180000000,7.26557000000,-3.88259000000,-15.16040000000,-19.89570000000,-2.20313000000
"284","61",Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,NA,Bog,"Dry bog, palsa",PermBog,NA,S,"1996","1992",NA,"1",J,C,"6","14",NA,NA,"1.041392685","11","1",NA,NA,NA,NA,NA,"-3.3","263","16","13.66",NA,"12.5","20","-40","-25",NA,NA,NA,NA,NA,"100","70",NA,D,P,N,"3.9",A,D,NA,P,D,"-2.21",FairbanksPermBog,"263.217","6","1.17609125905568","10630",-147.25,64.75,100.00,1327141014.000000000000000,0.00,1.93,2.67,69.97,21.45,8.52,0.79,2.06,4.75,5.34,0.70,0.00,0.00,0.16,0.00,0.15,0.38,0.00,3.27,3.16,0.05,0.06,0.00,0.00,0.73,2.34,2.67,7.71,63.43,70.17,21.45,31.85,8.47,15.22,0.62,1.44,1.72,2.20,3.12,6.01,5.34,9.31,0.69,1.14,0.00,0.01,0.00,0.32,0.00,0.19,0.00,0.00,0.10,0.28,0.10,0.38,0.00,0.00,3.10,3.86,3.13,4.16,0.03,0.21,0.01,0.08,"2",-21.26410000000,-17.42330000000,-11.64550000000,0.43964100000,9.59889000000,15.43220000000,16.53590000000,13.56180000000,7.26557000000,-3.88259000000,-15.16040000000,-19.89570000000,-2.20313000000
"285","61",Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,NA,Bog,Wet bog,Bog,NA,S,"1996","1993",NA,"1",J,C,"8","14",NA,NA,"1.84509804","70","60",NA,NA,NA,NA,NA,"-3.3","263","16","13.66",NA,"10.5","20","-20","-20",NA,NA,NA,NA,NA,"100","70",NA,D,P,N,"5.7",D,D,NA,A,D,"-1.21",FairbanksBog,"263.217","6","1.17609125905568","10630",-147.25,64.75,100.00,1327141014.000000000000000,0.00,1.93,2.67,69.97,21.45,8.52,0.79,2.06,4.75,5.34,0.70,0.00,0.00,0.16,0.00,0.15,0.38,0.00,3.27,3.16,0.05,0.06,0.00,0.00,0.73,2.34,2.67,7.71,63.43,70.17,21.45,31.85,8.47,15.22,0.62,1.44,1.72,2.20,3.12,6.01,5.34,9.31,0.69,1.14,0.00,0.01,0.00,0.32,0.00,0.19,0.00,0.00,0.10,0.28,0.10,0.38,0.00,0.00,3.10,3.86,3.13,4.16,0.03,0.21,0.01,0.08,"2",-21.26410000000,-17.42330000000,-11.64550000000,0.43964100000,9.59889000000,15.43220000000,16.53590000000,13.56180000000,7.26557000000,-3.88259000000,-15.16040000000,-19.89570000000,-2.20313000000
"286","61",Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,NA,Bog,Wet bog,Bog,NA,S,"1996","1992",NA,"1",J,C,"8","14",NA,NA,"2.041392685","110","100",NA,NA,NA,NA,NA,"-3.3","263","16","13.66",NA,"10.5","20","-10","-15",NA,NA,NA,NA,NA,"100","70",NA,D,P,N,"4.7",D,D,NA,A,D,"-2.21",FairbanksBog,"263.217","6","1.17609125905568","10630",-147.25,64.75,100.00,1327141014.000000000000000,0.00,1.93,2.67,69.97,21.45,8.52,0.79,2.06,4.75,5.34,0.70,0.00,0.00,0.16,0.00,0.15,0.38,0.00,3.27,3.16,0.05,0.06,0.00,0.00,0.73,2.34,2.67,7.71,63.43,70.17,21.45,31.85,8.47,15.22,0.62,1.44,1.72,2.20,3.12,6.01,5.34,9.31,0.69,1.14,0.00,0.01,0.00,0.32,0.00,0.19,0.00,0.00,0.10,0.28,0.10,0.38,0.00,0.00,3.10,3.86,3.13,4.16,0.03,0.21,0.01,0.08,"2",-21.26410000000,-17.42330000000,-11.64550000000,0.43964100000,9.59889000000,15.43220000000,16.53590000000,13.56180000000,7.26557000000,-3.88259000000,-15.16040000000,-19.89570000000,-2.20313000000
"287","61",Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,NA,Bog,Mat,Marshes,NA,S,"1996","1992",NA,"1",J,C,"9","14",NA,NA,"2.553883027","358","348",NA,NA,NA,NA,NA,"-3.3","263","16","13.66","15.5","11",0-40 cm,"-7","-7",NA,NA,NA,NA,NA,"100",NA,NA,D,A,N,"4",D,D,A,A,A,"-2.21",Fairbanks-,"263.217","6","1.17609125905568","10630",-147.25,64.75,100.00,1327141014.000000000000000,0.00,1.93,2.67,69.97,21.45,8.52,0.79,2.06,4.75,5.34,0.70,0.00,0.00,0.16,0.00,0.15,0.38,0.00,3.27,3.16,0.05,0.06,0.00,0.00,0.73,2.34,2.67,7.71,63.43,70.17,21.45,31.85,8.47,15.22,0.62,1.44,1.72,2.20,3.12,6.01,5.34,9.31,0.69,1.14,0.00,0.01,0.00,0.32,0.00,0.19,0.00,0.00,0.10,0.28,0.10,0.38,0.00,0.00,3.10,3.86,3.13,4.16,0.03,0.21,0.01,0.08,"2",-21.26410000000,-17.42330000000,-11.64550000000,0.43964100000,9.59889000000,15.43220000000,16.53590000000,13.56180000000,7.26557000000,-3.88259000000,-15.16040000000,-19.89570000000,-2.20313000000
"289","62",Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,NA,Wet Tundra,Water table below surface,PermWet,NA,S,"1991","1987",NA,"1",J,C,"31","1",NA,NA,"1.330413773","21.4","11.4","6.1",NA,NA,NA,NA,"-10","200",NA,"9.33","9.8",NA,"0","-10","-10",NA,NA,NA,NA,NA,"50","45","41",C,P,N,NA,NA,NA,NA,NA,NA,"-8.13",ArcticCoastPermWet,"139.82","11","0.301029995663981","16932",-150.25,70.25,87.19,918581198.100000023841858,0.00,0.00,71.38,0.00,22.77,8.94,13.70,0.13,0.00,0.00,5.53,0.00,2.48,0.00,1.80,0.87,0.00,0.39,0.32,0.20,0.04,0.07,0.00,0.00,0.00,1.14,60.96,71.38,0.00,0.00,22.64,30.26,7.51,10.62,11.17,14.08,0.13,0.50,0.00,0.00,0.00,0.00,5.40,6.98,0.00,0.04,1.87,2.48,0.00,2.12,1.56,3.01,0.80,1.25,0.00,0.62,0.04,0.41,0.29,0.83,0.14,0.30,0.04,0.21,0.04,0.20,"12",-26.44180000000,-24.71220000000,-21.19370000000,-10.10850000000,1.86186000000,9.95075000000,11.97300000000,9.29519000000,3.05815000000,-7.36038000000,-18.97150000000,-23.92270000000,-8.04766000000
"290","62",Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,NA,Wet Tundra,Water table at surface,PermWet,NA,S,"1991","1987",NA,"1",J,C,"20","1",NA,NA,"1.73479983","54.3","44.3","41.5",NA,NA,NA,NA,"-10","200",NA,"9.33","9.8",NA,"0","-3","-3","0","-5","5",NA,NA,"50","45","41",C,P,N,NA,NA,NA,NA,NA,NA,"-8.13",ArcticCoastPermWet,"139.82","11","0.301029995663981","16932",-150.25,70.25,87.19,918581198.100000023841858,0.00,0.00,71.38,0.00,22.77,8.94,13.70,0.13,0.00,0.00,5.53,0.00,2.48,0.00,1.80,0.87,0.00,0.39,0.32,0.20,0.04,0.07,0.00,0.00,0.00,1.14,60.96,71.38,0.00,0.00,22.64,30.26,7.51,10.62,11.17,14.08,0.13,0.50,0.00,0.00,0.00,0.00,5.40,6.98,0.00,0.04,1.87,2.48,0.00,2.12,1.56,3.01,0.80,1.25,0.00,0.62,0.04,0.41,0.29,0.83,0.14,0.30,0.04,0.21,0.04,0.20,"12",-26.44180000000,-24.71220000000,-21.19370000000,-10.10850000000,1.86186000000,9.95075000000,11.97300000000,9.29519000000,3.05815000000,-7.36038000000,-18.97150000000,-23.92270000000,-8.04766000000
"291","62",Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,NA,Wet Tundra,Water table above surface,PermWet,NA,S,"1991","1987",NA,"1",J,C,"22","1",NA,NA,"1.948412966","88.8","78.8","72.2",NA,NA,NA,NA,"-10","200",NA,"9.33","9.8",NA,"0","5","5","10","0","10",NA,NA,"50","45","41",C,P,N,NA,NA,NA,NA,NA,NA,"-8.13",ArcticCoastPermWet,"139.82","11","0.301029995663981","16932",-150.25,70.25,87.19,918581198.100000023841858,0.00,0.00,71.38,0.00,22.77,8.94,13.70,0.13,0.00,0.00,5.53,0.00,2.48,0.00,1.80,0.87,0.00,0.39,0.32,0.20,0.04,0.07,0.00,0.00,0.00,1.14,60.96,71.38,0.00,0.00,22.64,30.26,7.51,10.62,11.17,14.08,0.13,0.50,0.00,0.00,0.00,0.00,5.40,6.98,0.00,0.04,1.87,2.48,0.00,2.12,1.56,3.01,0.80,1.25,0.00,0.62,0.04,0.41,0.29,0.83,0.14,0.30,0.04,0.21,0.04,0.20,"12",-26.44180000000,-24.71220000000,-21.19370000000,-10.10850000000,1.86186000000,9.95075000000,11.97300000000,9.29519000000,3.05815000000,-7.36038000000,-18.97150000000,-23.92270000000,-8.04766000000
"292","62",Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,NA,Lake Edge emergent Vegetation,Lake emerging vegetation,Marshes,NA,S,"1991","1987",NA,"1",J,C,"14","1",NA,NA,"1.950851459","89.3","79.3","53.8",NA,NA,NA,NA,"-10","200",NA,"9.33","9.8",NA,"0","20","20",NA,NA,NA,NA,NA,NA,"70","60",C,P,N,NA,D,NA,NA,NA,NA,"-8.13",ArcticCoastMarsh ,"139.82","11","0.301029995663981","16932",-150.25,70.25,87.19,918581198.100000023841858,0.00,0.00,71.38,0.00,22.77,8.94,13.70,0.13,0.00,0.00,5.53,0.00,2.48,0.00,1.80,0.87,0.00,0.39,0.32,0.20,0.04,0.07,0.00,0.00,0.00,1.14,60.96,71.38,0.00,0.00,22.64,30.26,7.51,10.62,11.17,14.08,0.13,0.50,0.00,0.00,0.00,0.00,5.40,6.98,0.00,0.04,1.87,2.48,0.00,2.12,1.56,3.01,0.80,1.25,0.00,0.62,0.04,0.41,0.29,0.83,0.14,0.30,0.04,0.21,0.04,0.20,"12",-26.44180000000,-24.71220000000,-21.19370000000,-10.10850000000,1.86186000000,9.95075000000,11.97300000000,9.29519000000,3.05815000000,-7.36038000000,-18.97150000000,-23.92270000000,-8.04766000000
"294","63",Kuhn,"Munir & Strack, 2014, Ecosystems",55.35,-112.521667,"Wandering River, Alberta, Canada",Wandering,Canada,Control,Central Mixed Boreal forest,Dry Continental Bog,Bog,Y,TSF,"2014","2013","182","5",MJuJAS,C,"12","20",NA,NA,"1.123851641","13.3","3.3",NA,"5",NA,NA,NA,"2.7","504","14.2","11.428","12.7","11.7","30","-30","-25",NA,NA,NA,NA,NA,"400",NA,NA,N,A,NA,NA,P,D,NA,P,P,"1.18",WanderingBog,"465.306","6","1.32221929473392","2419",-112.75,55.25,60.94,1077092295.000000000000000,0.00,0.00,0.00,45.80,49.56,0.00,0.00,2.17,22.21,25.18,2.78,1.48,0.84,0.00,0.10,0.37,0.00,0.00,1.86,1.73,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,42.76,50.15,46.20,52.01,0.00,0.00,0.00,0.00,2.02,3.06,18.86,29.87,19.63,25.79,2.26,2.78,1.25,1.69,0.79,1.02,0.00,0.00,0.10,0.38,0.28,0.63,0.00,0.00,0.00,0.00,1.83,2.50,1.73,2.20,0.05,0.32,0.00,0.04,"6",-17.19000000000,-11.84930000000,-5.98628000000,2.84705000000,9.20631000000,13.64700000000,16.16930000000,14.85440000000,9.68038000000,2.81741000000,-6.46407000000,-13.59920000000,1.17776000000
"295","63",Kuhn,"Munir & Strack, 2014, Ecosystems",55.35,-112.521667,"Wandering River, Alberta, Canada",Wandering,Canada,Control,Central Mixed Boreal forest,Dry Continental Bog,Bog,Y,TSF,"2014","2012","181","5",MJuJAS,C,"12","20",NA,NA,"1.128722284","13.45","3.45",NA,"5",NA,NA,NA,"2.7","504","13.1","11.428","12","10.6","30","-25","-25",NA,NA,NA,NA,NA,"400",NA,NA,N,A,NA,NA,P,D,NA,P,P,"1.18",WanderingBog,"465.306","6","1.32221929473392","2419",-112.75,55.25,60.94,1077092295.000000000000000,0.00,0.00,0.00,45.80,49.56,0.00,0.00,2.17,22.21,25.18,2.78,1.48,0.84,0.00,0.10,0.37,0.00,0.00,1.86,1.73,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,42.76,50.15,46.20,52.01,0.00,0.00,0.00,0.00,2.02,3.06,18.86,29.87,19.63,25.79,2.26,2.78,1.25,1.69,0.79,1.02,0.00,0.00,0.10,0.38,0.28,0.63,0.00,0.00,0.00,0.00,1.83,2.50,1.73,2.20,0.05,0.32,0.00,0.04,"6",-17.19000000000,-11.84930000000,-5.98628000000,2.84705000000,9.20631000000,13.64700000000,16.16930000000,14.85440000000,9.68038000000,2.81741000000,-6.46407000000,-13.59920000000,1.17776000000
"296","63",Kuhn,"Munir & Strack, 2014, Ecosystems",55.35,-112.521667,"Wandering River, Alberta, Canada",Wandering,Canada,Control,Central Mixed Boreal forest,Dry Continental Bog,Bog,Y,TSF,"2014","2011","180","5",MJuJAS,C,"12","20",NA,NA,"1.146128036","14","4",NA,"5",NA,NA,NA,"2.7","504","13.1","11.428","12.3","10.1","30","-20","-20",NA,NA,NA,NA,NA,"400",NA,NA,N,A,NA,NA,P,D,NA,P,P,"1.18",WanderingBog,"465.306","6","1.32221929473392","2419",-112.75,55.25,60.94,1077092295.000000000000000,0.00,0.00,0.00,45.80,49.56,0.00,0.00,2.17,22.21,25.18,2.78,1.48,0.84,0.00,0.10,0.37,0.00,0.00,1.86,1.73,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,42.76,50.15,46.20,52.01,0.00,0.00,0.00,0.00,2.02,3.06,18.86,29.87,19.63,25.79,2.26,2.78,1.25,1.69,0.79,1.02,0.00,0.00,0.10,0.38,0.28,0.63,0.00,0.00,0.00,0.00,1.83,2.50,1.73,2.20,0.05,0.32,0.00,0.04,"6",-17.19000000000,-11.84930000000,-5.98628000000,2.84705000000,9.20631000000,13.64700000000,16.16930000000,14.85440000000,9.68038000000,2.81741000000,-6.46407000000,-13.59920000000,1.17776000000
"297","64",Kuhn,"Murry et al., 2017, Science of the Total Environment ",56.57,-111.2753,"Fort McMurray, Alberta, Canada",Fort,Canada,Saline Fen ,Central Mixed Boreal forest,Saline fen,Fen,Y,TSF,"2017","2015","120","4",MJuJA,C,"28","9",NA,NA,"1.158362492","14.4","4.4",NA,NA,NA,NA,NA,"0.96","419",NA,"13.035",NA,NA,"5","-10","-10",NA,NA,NA,NA,NA,NA,NA,NA,N,A,N,"10",D,P,A,A,A,"-0.14",FortFen,"432.18","6","1","3161",-111.25,56.75,100.00,1703128545.000000000000000,0.00,0.77,0.00,49.18,47.47,0.58,0.00,2.88,20.03,23.99,1.16,0.00,0.22,0.00,0.00,0.94,0.00,0.00,1.42,1.30,0.08,0.04,0.00,0.00,0.00,0.98,0.00,0.00,44.31,52.37,44.59,50.76,0.58,1.95,0.00,0.13,2.24,3.25,15.79,26.92,19.68,25.77,0.93,1.37,0.00,0.15,0.22,0.75,0.00,0.00,0.00,0.00,0.25,0.94,0.00,0.00,0.00,0.00,1.37,2.04,1.30,1.83,0.05,0.24,0.00,0.05,"6",-18.49740000000,-13.85300000000,-7.00481000000,2.79521000000,9.89889000000,14.95440000000,17.21370000000,15.56560000000,9.98408000000,2.28038000000,-7.88629000000,-16.00370000000,0.78726200000
